#NUMBER;RN;SN;VN;NAME;LOCATION;STATUS;LATX;NS;VF;LONGX;EW;ELEV;TYPE;TIMEFRAME
1503-09=;15;03;-09-;Santiago;Galápagos;Historical;-0,216666667;S;;-90,76666667;W;920;Shield volcano;D2
1503-12-;15;03;-12-;San Cristóbal;Galápagos;Holocene;-0,883333333;S;;-89,5;W;759;Shield volcano;U
1504-00-;15;04;-00-;Quimsachata;Perú;Radiocarbon;-14,2;S;;-71,33333333;W;3923;Lava dome;D7
1504-001;15;04;-001;Auquihuato, Cerro;Perú;Holocene?;-15,06666667;S;;-73,18333333;W;4980;Cinder cone;?
1504-002;15;04;-002;Sara Sara;Perú;Holocene;-15,33333333;S;;-73,45;W;5522;Stratovolcano;U
1504-003;15;04;-003;Coropuna;Perú;Holocene;-15,51666667;S;;-72,65;W;6377;Stratovolcano;U
1504-004;15;04;-004;Andahua-Orcopampa;Perú;Radiocarbon;-15,41666667;S;*;-72,33333333;W;4713;Cinder cones;D6
1504-005;15;04;-005;Huambo;Perú;Radiocarbon;-15,83333333;S;;-72,13333333;W;4550;Volcanic field;D7
1504-006;15;04;-006;Sabancaya;Perú;Historical;-15,78333333;S;;-71,85;W;5967;Stratovolcanoes;D1
1504-007;15;04;-007;Chachani, Nevado;Perú;Holocene?;-16,19138889;S;;-71,52972222;W;6057;Stratovolcano;?
1504-008;15;04;-008;Nicholson, Cerro;Perú;Holocene;-16,25833333;S;;-71,75333333;W;2520;Cinder cone;U
1504-01=;15;04;-01-;Misti, El;Perú;Historical;-16,29444444;S;;-71,40888889;W;5822;Stratovolcano;D2
1504-02=;15;04;-02-;Ubinas;Perú;Historical;-16,355;S;;-70,90305556;W;5672;Stratovolcano;D1
1504-031;15;04;-031;Ticsani;Perú;Tephrochronology;-16,755;S;;-70,595;W;5408;Lava domes;D3
1504-03=;15;04;-03-;Huaynaputina;Perú;Historical;-16,60833333;S;;-70,85;W;4850;Stratovolcano;D5
1504-04=;15;04;-04-;Tutupaca;Perú;Holocene;-17,02527778;S;;-70,35833333;W;5815;Stratovolcano;U
1504-05-;15;04;-05-;Yucamane;Perú;Historical;-17,18333333;S;;-70,2;W;5550;Stratovolcanoes;D2
1504-06-;15;04;-06-;Casiri, Nevados;Perú;Holocene;-17,46666667;S;;-69,81333333;W;5650;Stratovolcanoes;U
1505-011;15;05;-011;Taapaca;Chile-N;Radiocarbon;-18,1;S;;-69,5;W;5860;Complex volcano;D7
1505-012;15;05;-012;Parinacota;Chile-N;Surface Exposure;-18,16666667;S;;-69,15;W;6348;Stratovolcano;D6
1505-01=;15;05;-01-;Tacora;Chile-N;Fumarolic;-17,71666667;S;;-69,76666667;W;5980;Stratovolcano;U
1505-021;15;05;-021;Tambo Quemado;Bolivia;Holocene;-18,61666667;S;;-68,75;W;4215;Pyroclastic shield;U
1505-02=;15;05;-02-;Guallatiri;Chile-N;Historical;-18,41666667;S;;-69,09166667;W;6071;Stratovolcano;D2
1505-032;15;05;-032;Tata Sabaya;Bolivia;Holocene;-19,13333333;S;;-68,53333333;W;5430;Stratovolcano;U
1505-035;15;05;-035;Jayu Khota, Laguna;Bolivia;Holocene;-19,45;S;;-67,41666667;W;3650;Maars;U
1505-036;15;05;-036;Nuevo Mundo;Bolivia;Holocene?;-19,78333333;S;;-66,48333333;W;5438;Lava domes;?
1505-03=;15;05;-03-;Isluga;Chile-N;Historical;-19,15;S;;-68,83333333;W;5550;Stratovolcano;D2
1505-042;15;05;-042;Pampa Luxsar;Bolivia;Holocene?;-20,85;S;*;-68,2;W;5543;Volcanic field;?
1505-04=;15;05;-04-;Irruputuncu;Chile-N;Historical;-20,73333333;S;;-68,55;W;5163;Stratovolcano;D2
1505-05=;15;05;-05-;Olca-Paruma;Chile-N;Historical;-20,93333333;S;;-68,48333333;W;5407;Stratovolcanoes;D3
1505-061;15;05;-061;Azufre, Cerro del;Chile-N;Holocene?;-21,78722222;S;;-68,2375;W;5846;Stratovolcano;?
1505-06=;15;05;-06-;Ollagüe;Chile-N;Holocene?;-21,3;S;;-68,18333333;W;5868;Stratovolcano;?
1505-07=;15;05;-07-;San Pedro;Chile-N;Historical;-21,88333333;S;;-68,4;W;6145;Stratovolcanoes;D2
1505-091;15;05;-091;Sairecabur;Chile-N;Holocene;-22,71666667;S;;-67,89166667;W;5971;Stratovolcanoes;U
1505-092;15;05;-092;Licancabur;Chile-N;Holocene;-22,83333333;S;;-67,88333333;W;5916;Stratovolcano;U
1505-093;15;05;-093;Guayaques;Chile-N;Holocene;-22,895;S;;-67,56583333;W;5598;Lava domes;U
1505-094;15;05;-094;Purico Complex;Chile-N;Holocene;-23;S;;-67,75;W;5703;Pyroclastic shield;U
1505-095;15;05;-095;Colachi;Chile-N;Holocene;-23,23638889;S;;-67,645;W;5631;Stratovolcano;U
1505-096;15;05;-096;Acamarachi;Chile-N;Holocene;-23,3;S;;-67,61666667;W;6046;Stratovolcano;U
1505-097;15;05;-097;Overo, Cerro;Chile-N;Holocene?;-23,51666667;S;;-67,66666667;W;4555;Maar;?
1505-098;15;05;-098;Chiliques;Chile-N;Holocene?;-23,58333333;S;;-67,7;W;5778;Stratovolcano;?
1505-09=;15;05;-09-;Putana;Chile-N;Historical;-22,55;S;;-67,85;W;5890;Stratovolcano;D3
1505-101;15;05;-101;Cordón de Puntas Negras;Chile-N;Holocene;-23,74277778;S;;-67,53416667;W;5852;Stratovolcanoes;U
1505-102;15;05;-102;Miñiques;Chile-N;Holocene?;-23,81666667;S;;-67,76666667;W;5910;Stratovolcanoes;?
1505-103;15;05;-103;Tujle, Cerro;Chile-N;Holocene;-23,83333333;S;;-67,95;W;3550;Maar;U
1505-104;15;05;-104;Caichinque;Chile-N;Holocene?;-23,95;S;;-67,73333333;W;4450;Stratovolcanoes;?
1505-105;15;05;-105;Tilocalar;Chile-N;Holocene?;-23,96666667;S;;-68,13333333;W;3116;Stratovolcanoes;?
1505-106;15;05;-106;Negrillar, El;Chile-N;Holocene;-24,18333333;S;*;-68,25;W;3500;Pyroclastic cones;U
1505-107;15;05;-107;Pular;Chile-N;Holocene?;-24,1875;S;;-68,05416667;W;6233;Stratovolcanoes;?
1505-108;15;05;-108;Negrillar, La;Chile-N;Holocene?;-24,28333333;S;;-68,6;W;4109;Pyroclastic cones;?
1505-109;15;05;-109;Socompa;Chile-N;Radiocarbon;-24,4;S;;-68,25;W;6051;Stratovolcano;D7
1505-10=;15;05;-10-;Láscar;Chile-N;Historical;-23,36666667;S;;-67,73333333;W;5592;Stratovolcanoes;D1
1505-112;15;05;-112;Escorial, Cerro;Chile-N;Holocene?;-25,08333333;S;;-68,36666667;W;5447;Stratovolcano;?
1505-11=;15;05;-11-;Llullaillaco;Chile-N;Historical;-24,71666667;S;;-68,53333333;W;6739;Stratovolcano;D3
1505-121;15;05;-121;Cordón del Azufre;Chile-N;Holocene;-25,33333333;S;;-68,51666667;W;5463;Complex volcano;U
1505-122;15;05;-122;Bayo, Cerro;Chile-N;Holocene;-25,41666667;S;;-68,58333333;W;5401;Complex volcano;U
1505-123;15;05;-123;Nevada, Sierra;Chile-N;Holocene;-26,48333333;S;*;-68,58333333;W;6127;Complex volcano;U
1505-124;15;05;-124;Falso Azufre;Chile-N;Holocene?;-26,8;S;;-68,36666667;W;5890;Complex volcano;?
1505-125;15;05;-125;Incahuasi, Nevado de;Chile-N;Holocene?;-27,04166667;S;;-68,28333333;W;6621;Stratovolcanoes;?
1505-12=;15;05;-12-;Lastarria;Chile-N;Holocene;-25,16666667;S;;-68,5;W;5697;Stratovolcano;U
1505-131;15;05;-131;Solo, El;Chile-N;Holocene;-27,10833333;S;;-68,71666667;W;6190;Stratovolcano;U
1505-13=;15;05;-13-;Ojos del Salado, Nevados;Chile-N;Tephrochronology;-27,11666667;S;;-68,55;W;6887;Stratovolcano;D6
1505-14-;15;05;-14-;Copiapó;Chile-N;Uncertain;-27,3;S;;-69,13333333;W;6052;Stratovolcano;?
1505-15-;15;05;-15-;Tuzgle, Cerro;Argentina;Holocene?;-24,05;S;;-66,48333333;W;5500;Stratovolcano;?
1505-16-;15;05;-16-;Aracar;Argentina;Uncertain;-24,25;S;;-67,76666667;W;6082;Stratovolcano;?
1505-161;15;05;-161;Unnamed;Argentina;Holocene?;-25,1;S;;-68,26666667;W;;Pyroclastic cone;?
1505-18-;15;05;-18-;Antofagasta de la Sierra;Argentina;Holocene;-26,08333333;S;*;-67,5;W;4000;Scoria cones;U
1505-19-;15;05;-19-;Cóndor, Cerro el;Argentina;Holocene;-26,61666667;S;;-68,35;W;6532;Stratovolcano;U
1505-20-;15;05;-20-;Peinado;Argentina;Holocene;-26,61666667;S;;-68,15;W;5740;Stratovolcano;U
1505-21-;15;05;-21-;Robledo;Argentina;Holocene;-26,76666667;S;;-67,71666667;W;4400;Caldera;U
1505-22-;15;05;-22-;Tipas;Argentina;Holocene;-27,2;S;;-68,55;W;6660;Complex volcano;U
1506-011;15;06;-011;Easter Island;Chile-Is;Holocene;-27,15;S;;-109,3833333;W;511;Shield volcanoes;U
1506-01=;15;06;-01-;San Félix;Chile-Is;Holocene;-26,28333333;S;;-80,11666667;W;193;Shield volcano;U
1506-02=;15;06;-02-;Robinson Crusoe;Chile-Is;Historical;-33,65833333;S;;-78,85;W;922;Shield volcanoes;D3
1506-04=;15;06;-04-;Unnamed;Chile-Is;Uncertain;-33,61666667;S;;-76,83333333;W;-642;Submarine volcano;?
1507-01=;15;07;-01-;Tupungatito;Chile-C;Historical;-33,4;S;;-69,8;W;6000;Stratovolcano;D2
1507-021;15;07;-021;Maipo;Chile-C;Historical;-34,16055556;S;;-69,83277778;W;5264;Caldera;D2
1507-022;15;07;-022;Palomo;Chile-C;Holocene;-34,60777778;S;;-70,295;W;4860;Stratovolcano;U
1507-023;15;07;-023;Atuel, Caldera del;Argentina;Holocene;-34,65;S;*;-70,05;W;5189;Caldera;U
1507-024;15;07;-024;Risco Plateado;Argentina;Holocene?;-34,93333333;S;;-70;W;4999;Stratovolcano;?
1507-02=;15;07;-02-;San José;Chile-C;Historical;-33,78166667;S;;-69,89722222;W;5856;Stratovolcano;D2
1507-03=;15;07;-03-;Tinguiririca;Chile-C;Historical;-34,81361111;S;;-70,35194444;W;4280;Stratovolcano;D2
1507-041;15;07;-041;Infiernillo;Argentina;Radiocarbon;-35,14166667;S;*;-69,83333333;W;;Volcanic field;D7
1507-042;15;07;-042;Calabozos;Chile-C;Holocene;-35,55833333;S;;-70,49638889;W;3508;Caldera;U
1507-04=;15;07;-04-;Planchón-Peteroa;Chile-C;Historical;-35,24;S;;-70,57;W;4107;Stratovolcanoes;D2
1507-05=;15;07;-05-;Descabezado Grande;Chile-C;Historical;-35,58333333;S;;-70,75;W;3953;Stratovolcanoes;D2
1507-061;15;07;-061;Maule, Laguna del;Chile-C;Holocene;-36,01666667;S;*;-70,58333333;W;3092;Caldera;U
1507-062;15;07;-062;San Pedro-Pellado;Chile-C;Holocene;-35,98916667;S;;-70,84944444;W;3621;Stratovolcanoes;U
1507-063;15;07;-063;Longaví, Nevado de;Chile-C;Radiocarbon;-36,19305556;S;;-71,16083333;W;3242;Stratovolcano;D7
1507-064;15;07;-064;Blancas, Lomas;Chile-C;Holocene;-36,28583333;S;;-71,00944444;W;2268;Stratovolcano;U
1507-065;15;07;-065;Resago;Chile-C;Holocene;-36,45;S;;-70,91666667;W;1890;Cinder cone;U
1507-066;15;07;-066;Payún Matru;Argentina;Holocene;-36,41666667;S;;-69,2;W;3680;Shield volcano;U
1507-067;15;07;-067;Domuyo;Argentina;Holocene?;-36,58333333;S;;-70,41666667;W;4709;Stratovolcano;?
1507-06=;15;07;-06-;Azul, Cerro;Chile-C;Historical;-35,65333333;S;;-70,76083333;W;3788;Stratovolcano;D2
1507-071;15;07;-071;Cochiquito Volc Group;Argentina;Holocene;-36,76666667;S;;-69,81666667;W;1435;Stratovolcanoes;U
1507-072;15;07;-072;Tromen;Argentina;Historical;-37,14166667;S;;-70,03333333;W;3978;Stratovolcanoes;D3
1507-073;15;07;-073;Puesto Cortaderas;Argentina;Holocene;-37,56666667;S;;-69,61666667;W;970;Pyroclastic cone;U
1507-07=;15;07;-07-;Chillán, Nevados de;Chile-C;Historical;-36,86333333;S;;-71,37666667;W;3212;Stratovolcano;D1
1507-081;15;07;-081;Trocon;Argentina;Holocene?;-37,73333333;S;;-70,9;W;2500;Lava domes;?
1507-08=;15;07;-08-;Antuco;Chile-C;Historical;-37,40583333;S;;-71,34916667;W;2979;Stratovolcano;D3
1507-091;15;07;-091;Callaqui;Chile-C;Historical;-37,91666667;S;;-71,45;W;3164;Stratovolcano;D2
1507-092;15;07;-092;Mariñaqui, Laguna;Chile-C;Holocene;-38,26666667;S;;-71,1;W;2143;Cinder cones;U
1507-093;15;07;-093;Tolguaca;Chile-C;Holocene;-38,31;S;;-71,645;W;2806;Stratovolcano;U
1507-09=;15;07;-09-;Copahue;Chile-C;Historical;-37,85;S;;-71,16666667;W;2997;Stratovolcano;D1
1507-101;15;07;-101;Tralihue;Argentina;Holocene;-38,51666667;S;;-70,9;W;;Stratovolcano;U
1507-10=;15;07;-10-;Lonquimay;Chile-C;Historical;-38,37666667;S;;-71,58333333;W;2865;Stratovolcano;D2
1507-111;15;07;-111;Sollipulli;Chile-C;Radiocarbon;-38,96666667;S;;-71,51666667;W;2282;Caldera;D6
1507-112;15;07;-112;Caburgua-Huelemolle;Chile-C;Tephrochronology;-39,25;S;*;-71,7;W;1496;Cinder cones;D7
1507-11=;15;07;-11-;Llaima;Chile-C;Historical;-38,69166667;S;;-71,72861111;W;3125;Stratovolcano;D1
1507-121;15;07;-121;Quetrupillan;Chile-C;Historical;-39,5;S;;-71,7;W;2360;Stratovolcano;D3
1507-122;15;07;-122;Lanín;Chile-C;Radiocarbon;-39,63277778;S;;-71,49972222;W;3747;Stratovolcano;D6
1507-123;15;07;-123;Huanquihue Group;Argentina;Radiocarbon;-39,88333333;S;;-71,58333333;W;2139;Stratovolcanoes;D4
1507-12=;15;07;-12-;Villarrica;Chile-C;Historical;-39,41666667;S;;-71,93333333;W;2847;Stratovolcano;D1
1507-13=;15;07;-13-;Mocho-Choshuenco;Chile-C;Historical;-39,9275;S;;-72,02694444;W;2422;Stratovolcanoes;D2
1507-14=;15;07;-14-;Carrán-Los Venados;Chile-C;Historical;-40,35;S;*;-72,06666667;W;1114;Pyroclastic cones;D2
1507-152;15;07;-152;Pantoja, Cerro;Chile-C;Holocene;-40,76666667;S;;-71,95;W;2024;Stratovolcano;U
1507-153;15;07;-153;Antillanca Group;Chile-C;Radiocarbon;-40,77083333;S;;-72,15333333;W;1990;Stratovolcanoes;D7
1507-15=;15;07;-15-;Puyehue-Cordón Caulle;Chile-C;Historical;-40,59027778;S;;-72,11722222;W;2236;Stratovolcano;D2
1507-16-;15;07;-16-;Puntiagudo-Cordón Cenizos;Chile-C;Historical;-40,96944444;S;;-72,26388889;W;2493;Stratovolcano;D3
1508-011;15;08;-011;Tronador;Chile-S;Holocene?;-41,15694444;S;;-71,88472222;W;3491;Stratovolcano;?
1508-012;15;08;-012;Cayutué-La Viguería;Chile-S;Tephrochronology;-41,25;S;*;-72,26666667;W;506;Pyroclastic cones;D7
1508-01=;15;08;-01-;Osorno;Chile-S;Historical;-41,1;S;;-72,49305556;W;2652;Stratovolcano;D3
1508-021;15;08;-021;Cuernos del Diablo;Chile-S;Holocene;-41,4;S;;-72;W;1862;Stratovolcano;U
1508-022;15;08;-022;Yate;Chile-S;Holocene;-41,75472222;S;;-72,39638889;W;2187;Stratovolcano;U
1508-023;15;08;-023;Hornopirén;Chile-S;Holocene;-41,87444444;S;;-72,43138889;W;1572;Stratovolcano;U
1508-024;15;08;-024;Apagado;Chile-S;Holocene;-41,88333333;S;;-72,58333333;W;1210;Pyroclastic cone;U
1508-025;15;08;-025;Crater Basalt Volc Field;Chile-S/Argentina;Holocene;-42,01666667;S;*;-70,18333333;W;1359;Cinder cones;U
1508-02=;15;08;-02-;Calbuco;Chile-S;Historical;-41,32611111;S;;-72,61444444;W;2003;Stratovolcano;D2
1508-03=;15;08;-03-;Huequi;Chile-S;Historical;-42,37666667;S;;-72,57805556;W;1318;Stratovolcano;D2
1508-041;15;08;-041;Chaitén;Chile-S;Historical;-42,83277778;S;;-72,64583333;W;1122;Caldera;D1
1508-04=;15;08;-04-;Minchinmávida;Chile-S;Historical;-42,79305556;S;;-72,43861111;W;2404;Stratovolcano;D3
1508-050;15;08;-050;Yanteles;Chile-S;Radiocarbon;-43,5;S;;-72,8;W;2042;Stratovolcanoes;D7
1508-051;15;08;-051;Palena Volc Group;Chile-S;Holocene;-43,78333333;S;;-72,46666667;W;;Cinder cones;U
1508-052;15;08;-052;Melimoyu;Chile-S;Radiocarbon;-44,08333333;S;;-72,88333333;W;2400;Stratovolcano;D6
1508-053;15;08;-053;Puyuhuapi;Chile-S;Holocene;-44,3;S;;-72,53333333;W;524;Cinder cones;U
1508-054;15;08;-054;Mentolat;Chile-S;Historical;-44,7;S;;-73,08333333;W;1660;Stratovolcano;D4
1508-055;15;08;-055;Cay;Chile-S;Holocene?;-45,05916667;S;;-72,98416667;W;2090;Stratovolcano;?
1508-056;15;08;-056;Maca;Chile-S;Radiocarbon;-45,1;S;;-73,16666667;W;2960;Stratovolcano;D6
1508-057;15;08;-057;Hudson, Cerro;Chile-S;Historical;-45,9;S;;-72,96666667;W;1905;Stratovolcano;D2
1508-058;15;08;-058;Río Murta;Chile-S;Holocene?;-46,16666667;S;;-72,66666667;W;;Pyroclastic cones;?
1508-059;15;08;-059;Arenales;Chile-S;Historical;-47,2;S;;-73,48333333;W;3437;Stratovolcano;D2
1508-05=;15;08;-05-;Corcovado;Chile-S;Historical;-43,18333333;S;;-72,8;W;2300;Stratovolcano;D7
1508-061;15;08;-061;Viedma;Argentina;Historical;-49,35833333;S;;-73,28333333;W;1500;Subglacial volcano;D2
1508-062;15;08;-062;Aguilera;Chile-S;Radiocarbon;-50,33333333;S;;-73,75;W;2546;Stratovolcano;D7
1508-063;15;08;-063;Reclus;Chile-S;Historical;-50,96388889;S;;-73,58472222;W;1000;Cinder cone;D2
1508-06=;15;08;-06-;Lautaro;Chile-S;Historical;-49,01666667;S;;-73,55;W;3607;Stratovolcano;D2
1508-07=;15;08;-07-;Burney, Monte;Chile-S;Historical;-52,33333333;S;;-73,4;W;1758;Stratovolcano;D2
1508-08-;15;08;-08-;Palei-Aike Volc Field;Chile-S;Anthropology;-52;S;*;-70;W;282;Cinder cones;D7
1508-09-;15;08;-09-;Fueguino;Chile-S;Historical;-54,95;S;;-70,25;W;150;Lava domes;D3
1600-01=;16;00;-01-;Saba;W Indies;Historical;17,63333333;N;;-63,23333333;W;887;Stratovolcano;D5
1600-02=;16;00;-02-;Quill, The;W Indies;Radiocarbon;17,47777778;N;;-62,95972222;W;601;Stratovolcano;D6
1600-03=;16;00;-03-;Liamuiga;W Indies;Radiocarbon;17,36666667;N;;-62,8;W;1156;Stratovolcano;D6
1600-04=;16;00;-04-;Nevis Peak;W Indies;Holocene?;17,15;N;;-62,58333333;W;985;Stratovolcano;?
1600-05=;16;00;-05-;Soufrière Hills;W Indies;Historical;16,71666667;N;;-62,18333333;W;915;Stratovolcano;D1
1600-06=;16;00;-06-;Soufrière Guadeloupe;W Indies;Historical;16,05;N;;-61,66666667;W;1467;Stratovolcano;D2
1600-08=;16;00;-08-;Diables, Morne aux;W Indies;Holocene;15,6125;N;;-61,43333333;W;861;Stratovolcano;U
1600-09=;16;00;-09-;Diablotins, Morne;W Indies;Holocene?;15,50333333;N;;-61,39722222;W;1430;Stratovolcano;?
1600-101;16;00;-101;Watt, Morne;W Indies;Historical;15,30666667;N;;-61,305;W;1224;Stratovolcanoes;D2
1600-10=;16;00;-10-;Trois Pitons, Morne;W Indies;Radiocarbon;15,36666667;N;;-61,33333333;W;1387;Complex volcano;D6
1600-11=;16;00;-11-;Plat Pays, Morne;W Indies;Radiocarbon;15,255;N;;-61,34083333;W;940;Stratovolcano;D6
1600-12=;16;00;-12-;Pelée;W Indies;Historical;14,81666667;N;;-61,16666667;W;1397;Stratovolcano;D2
1600-14=;16;00;-14-;Qualibou;W Indies;Historical;13,83333333;N;;-61,05;W;777;Caldera;D4
1600-15=;16;00;-15-;Soufrière St. Vincent;W Indies;Historical;13,33333333;N;;-61,18333333;W;1220;Stratovolcano;D2
1600-16=;16;00;-16-;Kick 'em Jenny;W Indies;Historical;12,30027778;N;;-61,64;W;-185;Submarine volcano;D1
1600-17=;16;00;-17-;St. Catherine;W Indies;Holocene;12,15;N;;-61,66666667;W;840;Stratovolcano;U
1700-01=;17;00;-01-;Snaefellsjökull;Iceland-W;Radiocarbon;64,8;N;;-23,78333333;W;1448;Stratovolcano;D6
1700-02=;17;00;-02-;Helgrindur;Iceland-W;Holocene;64,86666667;N;*;-23,25;W;647;Pyroclastic cones;U
1700-03=;17;00;-03-;Ljósufjöll;Iceland-W;Anthropology;64,86666667;N;*;-22,23333333;W;1063;Fissure vents;D6
1701-02=;17;01;-02-;Reykjanes;Iceland-SW;Historical;63,88333333;N;*;-22,5;W;230;Crater rows;D2
1701-03=;17;01;-03-;Krísuvík;Iceland-SW;Historical;63,93333333;N;*;-22,1;W;379;Crater rows;D6
1701-04=;17;01;-04-;Brennisteinsfjöll;Iceland-SW;Historical;63,91666667;N;*;-21,83333333;W;621;Crater rows;D6
1701-051;17;01;-051;Hrómundartindur;Iceland-S;Holocene?;64,07333333;N;*;-21,20166667;W;540;Stratovolcano;?
1701-05=;17;01;-05-;Hengill;Iceland-SW;Historical;64,08333333;N;*;-21,31666667;W;803;Crater rows;D6
1701-06=;17;01;-06-;Grímsnes;Iceland-SW;Tephrochronology;64,03333333;N;*;-20,86666667;W;214;Crater rows;D7
1701-07=;17;01;-07-;Prestahnukur;Iceland-SW;Radiocarbon;64,6;N;*;-20,58333333;W;1400;Subglacial volcano;D7
1701-08=;17;01;-08-;Hveravellir;Iceland-SW;Radiocarbon;64,75;N;;-19,98333333;W;1360;Subglacial volcano;D6
1701-09=;17;01;-09-;Hofsjökull;Iceland-SW;Holocene;64,78333333;N;;-18,91666667;W;1782;Subglacial volcano;U
1702-01=;17;02;-01-;Vestmannaeyjar;Iceland-S;Historical;63,43333333;N;*;-20,28333333;W;279;Submarine volcanoes;D2
1702-02=;17;02;-02-;Eyjafjallajökull;Iceland-S;Historical;63,63333333;N;;-19,61666667;W;1666;Stratovolcano;D3
1702-03=;17;02;-03-;Katla;Iceland-S;Historical;63,63333333;N;;-19,05;W;1512;Subglacial volcano;D2
1702-04=;17;02;-04-;Tindfjallajökull;Iceland-S;Holocene?;63,78333333;N;;-19,56666667;W;1463;Stratovolcano;?
1702-05=;17;02;-05-;Torfajökull;Iceland-S;Historical;63,91666667;N;;-19,16666667;W;1259;Stratovolcano;D6
1702-07=;17;02;-07-;Hekla;Iceland-S;Historical;63,98333333;N;;-19,7;W;1491;Stratovolcano;D1
1703-01=;17;03;-01-;Grímsvötn;Iceland-NE;Historical;64,41666667;N;;-17,33333333;W;1725;Caldera;D1
1703-03=;17;03;-03-;Bárdarbunga;Iceland-NE;Historical;64,63333333;N;;-17,53333333;W;2009;Stratovolcano;D2
1703-04=;17;03;-04-;Tungnafellsjökull;Iceland-NE;Holocene;64,73333333;N;;-17,91666667;W;1535;Stratovolcano;U
1703-05=;17;03;-05-;Kverkfjöll;Iceland-NE;Historical;64,65;N;;-16,71666667;W;1929;Stratovolcano;D2
1703-06=;17;03;-06-;Askja;Iceland-NE;Historical;65,03333333;N;;-16,75;W;1516;Stratovolcano;D2
1703-07=;17;03;-07-;Fremrinamur;Iceland-NE;Tephrochronology;65,43333333;N;;-16,65;W;939;Stratovolcano;D7
1703-08=;17;03;-08-;Krafla;Iceland-NE;Historical;65,73333333;N;;-16,78333333;W;818;Caldera;D2
1703-09=;17;03;-09-;Theistareykjarbunga;Iceland-NE;Tephrochronology;65,88333333;N;;-16,83333333;W;564;Shield volcano;D7
1703-10=;17;03;-10-;Tjörnes Fracture Zone;Iceland-N of;Historical;66,3;N;;-17,1;W;;Submarine volcano;D3
1704-01=;17;04;-01-;Öraefajökull;Iceland-SE;Historical;64;N;;-16,65;W;2119;Stratovolcano;D4
1704-02=;17;04;-02-;Esjufjöll;Iceland-SE;Uncertain;64,26666667;N;;-16,65;W;1760;Stratovolcano;?
1705-01=;17;05;-01-;Kolbeinsey Ridge;Iceland-N of;Historical;66,66666667;N;;-18,5;W;5;Submarine volcano;D4
1706-01=;17;06;-01-;Jan Mayen;Atlantic-N-Jan Mayen;Historical;71,08333333;N;;-8,166666667;W;2277;Stratovolcano;D2
1707-01-;17;07;-01-;Unnamed;Arctic Ocean;Uncertain;88,26666667;N;;-65,6;W;-1500;Submarine volcano?;?
1707-02-;17;07;-02-;Unnamed;Arctic Ocean;Holocene;85,58333333;N;;85;E;-3800;Submarine volcano;U
1801-02=;18;01;-02-;Unnamed;Atlantic-N;Historical;49;N;;-34,5;W;-1650;Submarine volcano;D3
1801-03=;18;01;-03-;Unnamed;Atlantic-N;Uncertain;39,95;N;;-25,83333333;W;-2835;Submarine volcano;?
1801-04=;18;01;-04-;Unnamed;Atlantic-N;Historical;38,75;N;;-38,08333333;W;-4200;Submarine volcano;D3
1802-001;18;02;-001;Flores;Azores;Radiocarbon;39,46222222;N;;-31,21611111;W;914;Stratovolcanoes;D7
1802-002;18;02;-002;Corvo;Azores;Holocene;39,69888889;N;;-31,11083333;W;718;Stratovolcano;U
1802-01=;18;02;-01-;Fayal;Azores;Historical;38,6;N;;-28,73333333;W;1043;Stratovolcano;D2
1802-02=;18;02;-02-;Pico;Azores;Historical;38,46666667;N;;-28,4;W;2351;Stratovolcano;D4
1802-03=;18;02;-03-;San Jorge;Azores;Historical;38,65;N;;-28,08333333;W;1053;Fissure vent;D2
1802-04=;18;02;-04-;Graciosa;Azores;Holocene;39,01666667;N;;-27,96666667;W;402;Stratovolcano;U
1802-05=;18;02;-05-;Terceira;Azores;Historical;38,73333333;N;;-27,31666667;W;1023;Stratovolcanoes;D1
1802-07=;18;02;-07-;Don Joao de Castro Bank;Azores;Historical;38,23333333;N;;-26,63333333;W;-13;Submarine volcano;D4
1802-081;18;02;-081;Picos Volc System;Azores;Historical;37,78333333;N;*;-25,66666667;W;350;Pyroclastic cones;D5
1802-08=;18;02;-08-;Sete Cidades;Azores;Historical;37,86666667;N;;-25,78333333;W;856;Stratovolcano;D3
1802-09=;18;02;-09-;Agua de Pau;Azores;Historical;37,76666667;N;;-25,46666667;W;947;Stratovolcano;D5
1802-10=;18;02;-10-;Furnas;Azores;Historical;37,76666667;N;;-25,31666667;W;805;Stratovolcano;D5
1802-11=;18;02;-11-;Monaco Bank;Azores;Historical;37,6;N;;-25,88333333;W;-197;Submarine volcano;D2
1802-12-;18;02;-12-;Madeira;Azores;Radiocarbon;32,73333333;N;;-16,96666667;W;1862;Shield volcano;D7
1803-01-;18;03;-01-;La Palma;Canary Is;Historical;28,56666667;N;;-17,83333333;W;2426;Stratovolcanoes;D2
1803-02-;18;03;-02-;Hierro;Canary Is;Radiocarbon;27,73333333;N;;-18,03333333;W;1500;Shield volcano;D7
1803-03-;18;03;-03-;Tenerife;Canary Is;Historical;28,27138889;N;;-16,64083333;W;3715;Stratovolcano;D2
1803-04-;18;03;-04-;Gran Canaria;Canary Is;Radiocarbon;28;N;;-15,58333333;W;1950;Fissure vents;D7
1803-05-;18;03;-05-;Fuerteventura;Canary Is;Holocene;28,35833333;N;;-14,01666667;W;529;Fissure vents;U
1803-06-;18;03;-06-;Lanzarote;Canary Is;Historical;29,03333333;N;;-13,63333333;W;670;Fissure vents;D3
